,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
1439,38034,silver,2021-05-21,2021-05-22,2,206.4,50.4,Outdoors,Outdoors,Sleepingbags,Tent Summer 195 Twin Sleeping Bag,GB,Outback Outfitters Ltd
3636,21133,silver,2021-05-21,2021-05-26,1,106.2,50.6,Clothes & Shoes,Clothes,Orion,Power Dmx Wide Shoes,CA,Fuller Trading Co.
4245,70266,platinum,2021-05-21,2021-05-22,1,19.6,9.9,Children,Children Sports,"Eclipse, Kid's Clothes",Kids Children's Sweatshirt w/Nike Logo,US,Eclipse Inc
6045,62237,silver,2021-05-21,2021-05-25,3,220.2,36.8,Outdoors,Outdoors,Sleepingbags,"Expedition 10,Small,Left,Blue Ribbon",DK,Top Sports
6952,42332,gold,2021-05-21,2021-05-24,2,577.8,119.15,Outdoors,Outdoors,Tents,Hurricane 4,SE,Petterson AB
7344,92853,gold,2021-05-21,2021-05-25,2,346.0,72.75,Outdoors,Outdoors,Outdoor Gear,Jl Legacy Curig I.A.Jacket,US,AllSeasons Outdoor Clothing
8363,83499,silver,2021-05-21,2021-05-25,1,16.0,6.35,Sports,Assorted Sports Articles,Darts,Aim4it 16 Gram Softtip Pil,GB,Royal Darts Ltd
10916,45291,silver,2021-05-21,2021-05-23,3,79.2,11.8,Sports,Swim Sports,Bathing Suits,Sunfit Madly Swim Suit,US,Nautlius SportsWear Inc
11135,77459,gold,2021-05-21,2021-05-24,3,627.9,104.6,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Goflex-E Perf.Skates,US,Eclipse Inc
13028,7843,gold,2021-05-21,2021-05-23,2,252.2,58.6,Outdoors,Outdoors,Outdoor Gear,Lucky Tech Intergal Wp/B Rain Pants,US,AllSeasons Outdoor Clothing
13587,7428,gold,2021-05-21,2021-05-26,1,41.7,19.75,Sports,Running - Jogging,Running Clothes,Maxrun Running Tights,BE,Force Sports
14089,45656,silver,2021-05-21,2021-05-25,1,222.0,110.95,Sports,Assorted Sports Articles,Skates,Proskater Kitalpha Gamma Roller Skates,US,Roll-Over Inc
20620,55280,gold,2021-05-21,2021-05-26,2,168.4,42.2,Outdoors,Outdoors,Sleepingbags,"Expedition 10,Medium,Left,Blue Ribbon",DK,Top Sports
22533,36074,gold,2021-05-21,2021-05-26,3,136.8,21.7,Outdoors,Outdoors,Outdoor Gear,Double Full Box Madras honeycomb-weave 200,GB,Prime Sports Ltd
24445,65671,gold,2021-05-21,2021-05-26,3,57.3,7.7,Sports,Racket Sports,Tennis,Smasher Shorts,GB,British Sports Ltd
27787,8638,silver,2021-05-21,2021-05-24,1,59.0,29.6,Clothes & Shoes,Clothes,Eclipse Clothing,Woman's Mandarin Unitar,US,Eclipse Inc
27936,55920,silver,2021-05-21,2021-05-25,2,37.8,9.55,Sports,Golf,Golf,"Bretagne Difference Men's Golf Glove, left",NL,Van Dammeren International
