,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
685,38737,gold,2021-08-06,2021-08-11,1,15.4,6.1,Sports,Assorted Sports Articles,Darts,Aim4it 18 Gram Softtip Pil,GB,Royal Darts Ltd
995,5622,silver,2021-08-06,2021-08-07,1,122.0,58.0,Outdoors,Outdoors,Backpacks,Expedition Camp Duffle Medium Backpack,US,Miller Trading Inc
9336,71832,gold,2021-08-06,2021-08-09,2,315.6,79.0,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Tuned Sirocco Shoes,US,Eclipse Inc
12037,49040,silver,2021-08-06,2021-08-10,2,254.2,60.8,Outdoors,Outdoors,Sleepingbags,Tipee Twin Blue/Orange,GB,Outback Outfitters Ltd
12202,51307,silver,2021-08-06,2021-08-08,1,97.8,42.45,Sports,Winter Sports,Winter Sports,Cayenne Red,CA,CrystalClear Optics Inc
13042,46016,gold,2021-08-06,2021-08-07,2,252.2,58.6,Outdoors,Outdoors,Outdoor Gear,Lucky Tech Intergal Wp/B Rain Pants,US,AllSeasons Outdoor Clothing
14325,52474,silver,2021-08-06,2021-08-08,3,45.0,6.15,Sports,Assorted Sports Articles,Assorted Sports articles,Me Gloss Black,CA,CrystalClear Optics Inc
14467,90643,silver,2021-08-06,2021-08-12,2,51.0,10.75,Outdoors,Outdoors,Outdoor Gear,Knife w. Lock,US,KN Outdoor Trading Inc
18612,14559,gold,2021-08-06,2021-08-12,2,132.8,30.25,Clothes & Shoes,Shoes,Shoes,Lulu Men's Street Shoes,SE,Petterson AB
19718,49910,silver,2021-08-06,2021-08-09,3,415.2,62.85,Sports,Assorted Sports Articles,Assorted Sports articles,M.Heart Trainer Software,AU,Health-Sports
20304,22909,silver,2021-08-06,2021-08-08,2,129.2,27.35,Sports,Assorted Sports Articles,Assorted Sports articles,Richard Polo-Shirt,ES,Luna sastreria S.A.
20416,35911,gold,2021-08-06,2021-08-11,2,435.0,161.2,Sports,Assorted Sports Articles,Skates,Pro-roll Gretzky Roller Skates,PT,Magnifico Sports
22324,92725,silver,2021-08-06,2021-08-09,3,355.8,59.4,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Large,Right,Forestgreen",DK,Top Sports
22535,62555,silver,2021-08-06,2021-08-09,3,136.8,21.7,Outdoors,Outdoors,Outdoor Gear,Double Full Box Madras honeycomb-weave 200,GB,Prime Sports Ltd
22694,29037,silver,2021-08-06,2021-08-08,2,351.4,75.95,Sports,Racket Sports,Racket Sports,Sledgehammer 120 Ph Black,GB,GrandSlam Sporting Goods Ltd
25684,62278,silver,2021-08-06,2021-08-11,3,78.6,8.85,Sports,Running - Jogging,Jogging,Triffy Logo T-Shirt with V-Neck,NL,Triffy B.V.
26527,34798,silver,2021-08-06,2021-08-12,2,131.6,30.0,Clothes & Shoes,Clothes,Leisure,"Van Damme Polo Pique,100% Cotton",NL,Van Dammeren International
27020,61837,gold,2021-08-06,2021-08-08,3,4.2,0.65,Sports,Golf,Golf,Proplay Molitor Bulk Golf ball,NL,Van Dammeren International
