,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
3321,25412,silver,2021-07-29,2021-08-01,3,286.5,43.55,Clothes & Shoes,Shoes,Shoes,Soft Cumulus Men's Running Shoes,US,Pro Sportswear Inc
3520,75603,silver,2021-07-29,2021-08-05,1,73.7,38.4,Sports,Team Sports,Soccer,Fga Away Football Shirt,US,Fga Sports Inc
4022,16715,silver,2021-07-29,2021-08-02,2,53.2,13.75,Sports,Team Sports,American Football,Armour XL,US,A Team Sports
4439,75689,gold,2021-07-29,2021-08-03,1,33.6,14.65,Sports,Team Sports,Soccer,Stephens Shirt,US,Teamsports Inc
4568,11771,silver,2021-07-29,2021-07-31,3,15.3,2.2,Sports,Team Sports,Baseball,Baseball White Small,US,Top Sports Inc
6331,41755,silver,2021-07-29,2021-08-02,2,1038.6,253.2,Outdoors,Outdoors,Tents,Family Holiday 4,SE,Petterson AB
7126,47959,gold,2021-07-29,2021-08-05,3,72.0,11.95,Children,Children Sports,"Lucky Guy, Kids","Rain Suit, Plain w/backpack Jacket",US,AllSeasons Outdoor Clothing
7486,89906,silver,2021-07-29,2021-08-16,4,1412.4,196.15,Sports,Golf,Golf,Normal Standard,GB,TeeTime Ltd
7553,76501,gold,2021-07-29,2021-08-01,2,292.8,65.1,Clothes & Shoes,Clothes,Tracker Clothes,Centercourt Men's Tennis Suit,US,3Top Sports
10746,49820,silver,2021-07-29,2021-07-30,2,495.0,109.55,Outdoors,Outdoors,Outdoor Gear,Trekking Tent,GB,Prime Sports Ltd
11101,8515,platinum,2021-07-29,2021-07-31,4,386.8,48.45,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Medium,Right,Forestgreen",DK,Top Sports
14846,39474,gold,2021-07-29,2021-07-30,2,170.2,36.25,Children,Children Sports,"N.D. Gear, Kids",O'my Shasta Children's Jacket,ES,Luna sastreria S.A.
15488,83354,silver,2021-07-29,2021-08-04,2,122.0,28.75,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Turbulence Shoes,US,Eclipse Inc
16812,19706,silver,2021-07-29,2021-08-01,4,12.8,1.35,Outdoors,Outdoors,Outdoor Gear,"Backpack Flag, 6,5x9 Cm.",GB,Prime Sports Ltd
18645,19390,gold,2021-07-29,2021-08-03,2,62.0,14.8,Sports,Running - Jogging,Running Clothes,Breath-shirt Undershirt with Windstopper XS,BE,Force Sports
21338,7899,gold,2021-07-29,2021-08-03,4,52.4,5.6,Outdoors,Outdoors,Backpacks,Deer Little Waist Bag,ES,Luna sastreria S.A.
22323,5359,gold,2021-07-29,2021-07-30,2,237.2,59.4,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Large,Right,Forestgreen",DK,Top Sports
23056,31007,silver,2021-07-29,2021-07-30,1,90.2,38.3,Clothes & Shoes,Clothes,Knitwear,Fleece Jacket Compass,US,AllSeasons Outdoor Clothing
23629,75254,gold,2021-07-29,2021-07-31,4,51.96,8.05,Outdoors,Outdoors,Outdoor Gear,Navy Knife,US,KN Outdoor Trading Inc
24046,42895,silver,2021-07-29,2021-07-31,4,372.4,46.65,Outdoors,Outdoors,Backpacks,X-Large Bottlegreen/Black,DK,Top Sports
25344,77386,gold,2021-07-29,2021-08-02,3,50.7,7.6,Sports,Assorted Sports Articles,Assorted Sports articles,Glove Ski Gloves,NO,Scandinavian Clothing A/S
29549,62679,gold,2021-07-29,2021-08-04,2,33.4,6.75,Sports,Swim Sports,Bathing Suits,"Goggles, Assorted Colours",US,Nautlius SportsWear Inc
