,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
3825,91327,silver,2021-09-19,2021-09-21,1,47.9,20.0,Sports,Swim Sports,Bathing Suits,Sunfit Malda Low Women's Swim Suit,US,Nautlius SportsWear Inc
4248,41661,silver,2021-09-19,2021-09-23,2,39.2,9.9,Children,Children Sports,"Eclipse, Kid's Clothes",Kids Children's Sweatshirt w/Nike Logo,US,Eclipse Inc
4377,58120,gold,2021-09-19,2021-09-23,1,47.3,22.15,Sports,Team Sports,Soccer,Fga Home Shorts,US,Fga Sports Inc
6650,24594,silver,2021-09-19,2021-09-22,1,36.8,18.5,Children,Children Sports,"Eclipse, Kid's Shoes",Toddle Children's Quokka V (Bp) Shoes,US,Eclipse Inc
8452,87031,silver,2021-09-19,2021-09-22,1,342.2,169.05,Sports,Assorted Sports Articles,Skates,Perfect Fit Women's Roller Skates XP,US,Twain Inc
12531,29192,silver,2021-09-19,2021-09-23,1,83.0,41.6,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Terra Sebec Shoes,US,Eclipse Inc
13677,86552,silver,2021-09-19,2021-09-23,1,124.3,62.25,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Structure Triax Shoes,US,Eclipse Inc
18311,58167,gold,2021-09-19,2021-09-21,1,42.8,19.3,Sports,Winter Sports,Winter Sports,"South Vally Iii,Royal",CA,CrystalClear Optics Inc
26266,84880,gold,2021-09-19,2021-09-26,2,18.8,4.75,Outdoors,Outdoors,Outdoor Gear,Lamp with Battery Box,GB,Prime Sports Ltd
28422,38812,gold,2021-09-19,2021-09-20,1,125.2,49.95,Sports,Winter Sports,Winter Sports,Black Morphe,CA,CrystalClear Optics Inc
32354,64174,silver,2021-09-19,2021-09-24,1,97.0,46.2,Clothes & Shoes,Clothes,LSF,Wa.lbc Street Shoes,CA,Fuller Trading Co.
32859,55900,silver,2021-09-19,2021-09-23,1,59.0,26.45,Sports,Winter Sports,Winter Sports,"Riffle Pmt,Royal",CA,CrystalClear Optics Inc
38949,88886,gold,2021-09-19,2021-09-23,1,98.9,47.7,Clothes & Shoes,Clothes,LSF,Ultra M803 Ng Men's Street Shoes,US,Ultra Sporting Goods Inc
40996,17420,gold,2021-09-19,2021-09-21,2,93.8,23.4,Clothes & Shoes,Shoes,Tracker Shoes,N.d.gear Men's Galileo Shoes,GB,Greenline Sports Ltd
44365,82398,gold,2021-09-19,2021-09-22,2,351.0,89.55,Sports,Golf,Golf,Hi-fly Intrepid Stand 8  Black,NL,Van Dammeren International
45690,71296,silver,2021-09-19,2021-09-21,2,69.6,17.5,Children,Children Sports,"Eclipse, Kid's Shoes",Tony's Children's Terra Sebec(Bg) Shoes,US,Eclipse Inc
46706,78343,silver,2021-09-19,2021-09-24,1,54.2,21.75,Clothes & Shoes,Clothes,Street Wear,Anthony Bork Andy Polo-Shirt,US,Mayday Inc
