,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
1448,12207,silver,2021-06-19,2021-06-28,4,412.8,50.4,Outdoors,Outdoors,Sleepingbags,Tent Summer 195 Twin Sleeping Bag,GB,Outback Outfitters Ltd
2909,16398,platinum,2021-06-19,2021-06-20,1,47.9,20.9,Sports,Winter Sports,Winter Sports,Gtx Powder Thermo 04 Red,US,Twain Inc
3640,72330,gold,2021-06-19,2021-06-21,2,212.4,50.6,Clothes & Shoes,Clothes,Orion,Power Dmx Wide Shoes,CA,Fuller Trading Co.
5676,51231,silver,2021-06-19,2021-06-23,2,259.6,63.2,Outdoors,Outdoors,Sleepingbags,"Basic 10, Left , Yellow/Black",DK,Top Sports
7190,38968,silver,2021-06-19,2021-06-21,3,278.4,39.85,Sports,Assorted Sports Articles,Assorted Sports articles,Tybor Sweatshirt with Hood,ES,Luna sastreria S.A.
9009,9420,silver,2021-06-19,2021-06-22,2,73.4,18.45,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Polo-Shirt Fit,US,Eclipse Inc
12273,55136,gold,2021-06-19,2021-06-21,1,144.0,59.05,Clothes & Shoes,Clothes,Knitwear,Mayday Riders Pullover,US,Mayday Inc
13588,18465,gold,2021-06-19,2021-06-20,2,83.4,19.75,Sports,Running - Jogging,Running Clothes,Maxrun Running Tights,BE,Force Sports
16655,3433,silver,2021-06-19,2021-06-23,2,69.0,14.55,Sports,Assorted Sports Articles,Darts,Aim4it 80% Tungsten 23 Gram,GB,Royal Darts Ltd
17531,59758,silver,2021-06-19,2021-06-22,2,250.4,57.1,Outdoors,Outdoors,Backpacks,Tornado 55 Litre Red Women's Backpack,AU,Toto Outdoor Gear
17810,47937,silver,2021-06-19,2021-06-21,1,101.875,40.75,Sports,Winter Sports,Winter Sports,Massif Cut X Super 9.9 Ski Parcel,FR,Massif S.A.
17949,84688,gold,2021-06-19,2021-06-24,2,184.2,36.9,Clothes & Shoes,Clothes,Osprey,"Osprey Cell O-Five Low, Leather",US,Triple Sportswear Inc
19090,60716,gold,2021-06-19,2021-06-25,2,46.4,9.95,Sports,Assorted Sports Articles,Assorted Sports articles,Nh T-Shirt,ES,Luna sastreria S.A.
19779,9820,gold,2021-06-19,2021-06-24,2,57.2,13.15,Clothes & Shoes,Shoes,Tracker Shoes,Tracker Lite Basic Sandals,US,3Top Sports
20531,7375,gold,2021-06-19,2021-06-22,3,170.1,25.8,Children,Children Sports,Tracker Kid's Clothes,Children's Shoes Pleva,US,3Top Sports
