,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
1220,30496,silver,2021-05-18,2021-05-22,2,71.0,17.25,Outdoors,Outdoors,Outdoor Gear,Rain Jacket,US,AllSeasons Outdoor Clothing
1293,51130,silver,2021-05-18,2021-05-22,3,180.6,27.4,Clothes & Shoes,Shoes,Shoes,Soft Astro Men's Running Shoes,US,Pro Sportswear Inc
2821,19578,gold,2021-05-18,2021-05-19,2,154.0,38.6,Outdoors,Outdoors,Sleepingbags,"Expedition Zero,Medium,Right,Charcoal",DK,Top Sports
4020,61024,gold,2021-05-18,2021-05-24,2,53.2,13.75,Sports,Team Sports,American Football,Armour XL,US,A Team Sports
4369,54621,silver,2021-05-18,2021-05-22,2,93.8,21.95,Sports,Team Sports,Soccer,Fga Home Shorts,US,Fga Sports Inc
5874,15435,silver,2021-05-18,2021-05-19,1,113.2,54.0,Sports,Assorted Sports Articles,Skates,Pro-roll Lazer Roller Skates,PT,Magnifico Sports
6949,6649,gold,2021-05-18,2021-05-21,2,577.8,119.15,Outdoors,Outdoors,Tents,Hurricane 4,SE,Petterson AB
6950,9967,silver,2021-05-18,2021-05-21,2,577.8,119.15,Outdoors,Outdoors,Tents,Hurricane 4,SE,Petterson AB
6951,72147,silver,2021-05-18,2021-05-20,3,866.7,119.15,Outdoors,Outdoors,Tents,Hurricane 4,SE,Petterson AB
8199,75040,silver,2021-05-18,2021-05-19,1,11.2,5.35,Sports,Running - Jogging,Running Clothes,Maxrun Running Stockings,BE,Force Sports
9330,78854,gold,2021-05-18,2021-05-21,1,157.8,79.0,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Tuned Sirocco Shoes,US,Eclipse Inc
9814,15421,gold,2021-05-18,2021-05-23,1,145.8,65.85,Sports,Racket Sports,Racket Sports,Grandslam Ultra Power Tennisketcher,GB,GrandSlam Sporting Goods Ltd
11566,45170,gold,2021-05-18,2021-05-24,1,35.8,17.1,Sports,Running - Jogging,Running Clothes,Men's Tri-Top,BE,Force Sports
12377,7541,silver,2021-05-18,2021-05-24,1,187.2,85.15,Sports,Winter Sports,Winter Sports,"C.A.M.,Bone",CA,CrystalClear Optics Inc
12526,11779,gold,2021-05-18,2021-05-23,3,249.0,41.6,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Terra Sebec Shoes,US,Eclipse Inc
15190,48970,gold,2021-05-18,2021-05-21,2,12.4,2.75,Sports,Team Sports,Soccer,Soccer Socks Senior,US,Teamsports Inc
16131,77791,gold,2021-05-18,2021-05-19,1,156.9,66.75,Outdoors,Outdoors,Anoraks & Parkas,Jacket Murray,ES,Luna sastreria S.A.
17268,46997,silver,2021-05-18,2021-05-23,1,20.2,9.55,Sports,Running - Jogging,Running Clothes,Stout Short Running Tights,BE,Force Sports
17948,24917,gold,2021-05-18,2021-05-23,1,92.1,36.9,Clothes & Shoes,Clothes,Osprey,"Osprey Cell O-Five Low, Leather",US,Triple Sportswear Inc
18734,25030,silver,2021-05-18,2021-05-22,3,75.0,12.2,Outdoors,Outdoors,Outdoor Gear,Jl Rainlight Essential Pants,US,AllSeasons Outdoor Clothing
18891,19684,gold,2021-05-18,2021-05-23,1,35.2,14.8,Sports,Assorted Sports Articles,Darts,Aim4it 80% Tungsten 22 Gram,GB,Royal Darts Ltd
19021,91248,gold,2021-05-18,2021-05-22,2,363.0,76.3,Outdoors,Outdoors,Outdoor Gear,Ht Legacy Curig I.A.Parca,US,AllSeasons Outdoor Clothing
19313,41678,gold,2021-05-18,2021-05-20,2,67.2,13.25,Sports,Golf,Golf,Lady M Windstopper Gloves,GB,TeeTime Ltd
20412,22487,silver,2021-05-18,2021-05-23,1,217.5,161.2,Sports,Assorted Sports Articles,Skates,Pro-roll Gretzky Roller Skates,PT,Magnifico Sports
20838,48871,gold,2021-05-18,2021-05-19,1,107.4,48.9,Clothes & Shoes,Shoes,Tracker Shoes,Damaskus Men's Running Shoes,US,3Top Sports
20856,79759,silver,2021-05-18,2021-05-23,1,134.8,55.1,Outdoors,Outdoors,Anoraks & Parkas,Gpv Jacket,US,AllSeasons Outdoor Clothing
21286,7320,silver,2021-05-18,2021-05-31,3,101.1,15.7,Clothes & Shoes,Clothes,Tracker Clothes,Men's Backpack,GB,Greenline Sports Ltd
28171,80013,silver,2021-05-18,2021-05-20,1,104.4,46.25,Clothes & Shoes,Clothes,Leisure,Van Damme Women's Fleece Pullover,NL,Van Dammeren International
29264,48706,silver,2021-05-18,2021-05-24,3,1181.7,194.6,Sports,Assorted Sports Articles,Skates,Perfect Fit Men's Roller Skates,US,Twain Inc
