,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
1518,90056,gold,2021-09-12,2021-09-16,1,176.0,74.55,Outdoors,Outdoors,Anoraks & Parkas,Jacket Nome,ES,Luna sastreria S.A.
2022,38466,gold,2021-09-12,2021-09-17,1,86.6,34.1,Outdoors,Outdoors,Outdoor Gear,"Men's Pants, Basic",US,Mayday Inc
2340,65596,gold,2021-09-12,2021-09-15,1,360.0,199.0,Outdoors,Outdoors,Tents,Expedition Dome 3,GB,Outback Outfitters Ltd
2479,84837,silver,2021-09-12,2021-09-14,1,170.5,68.2,Sports,Winter Sports,Winter Sports,"Twain X-Scream 7.9 Ski,Sq 750 Dri",US,Twain Inc
2912,62299,gold,2021-09-12,2021-09-13,1,47.9,20.9,Sports,Winter Sports,Winter Sports,Gtx Powder Thermo 04 Red,US,Twain Inc
4654,71658,silver,2021-09-12,2021-09-15,1,7.0,3.35,Outdoors,Outdoors,Outdoor Gear,Cotton Moneybelt/Polyester 45x11,GB,Prime Sports Ltd
12043,29683,silver,2021-09-12,2021-09-14,1,127.1,60.8,Outdoors,Outdoors,Sleepingbags,Tipee Twin Blue/Orange,GB,Outback Outfitters Ltd
12402,17901,silver,2021-09-12,2021-09-14,1,1.7,0.7,Sports,Assorted Sports Articles,Assorted Sports articles,Nebraska Shorts,GB,Royal Darts Ltd
13542,59960,silver,2021-09-12,2021-09-20,1,37.4,16.3,Children,Children Sports,"Ypsilon, Kids",Ypsilon Children's Sweatshirt,FR,Ypsilon S.A.
15202,844,gold,2021-09-12,2021-09-14,1,6.2,2.75,Sports,Team Sports,Soccer,Soccer Socks Senior,US,Teamsports Inc
22948,92584,silver,2021-09-12,2021-09-15,1,9.5,4.3,Children,Children Sports,Tracker Kid's Clothes,Essential Boy's Swimming Trunks,US,3Top Sports
26657,21840,silver,2021-09-12,2021-09-18,1,78.5,35.7,Sports,Winter Sports,Winter Sports,"Regulator,Stopsign",CA,CrystalClear Optics Inc
27904,28267,gold,2021-09-12,2021-09-15,2,143.4,35.95,Outdoors,Outdoors,Sleepingbags,"Expedition Zero,Large,Left,Charcoal",DK,Top Sports
33638,31769,silver,2021-09-12,2021-09-14,1,61.1,26.95,Sports,Assorted Sports Articles,Assorted Sports articles,"Van Damme Children's Polo,  Striped",NL,Van Dammeren International
34084,72435,silver,2021-09-12,2021-09-18,2,383.2,87.4,Sports,Assorted Sports Articles,Assorted Sports articles,Northern Coach,GB,EA Sports Limited
35140,57071,silver,2021-09-12,2021-09-16,2,263.4,58.6,Clothes & Shoes,Shoes,Tracker Shoes,Mns.winner Men's Running Shoes,US,3Top Sports
40765,59164,gold,2021-09-12,2021-09-15,2,179.4,44.95,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Falcon Tactel Warm-Up,US,Eclipse Inc
42446,57620,silver,2021-09-12,2021-09-15,1,368.3,153.5,Sports,Indoor Sports,Top Trim,Top Men's Crossbow Ski Jacket,US,Top Sports Inc
43579,8345,silver,2021-09-12,2021-09-15,1,3.4,1.25,Sports,Swim Sports,Bathing Suits,Noseclip Natural,US,Nautlius SportsWear Inc
44655,18830,silver,2021-09-12,2021-09-18,1,45.9,20.95,Children,Children Sports,Tracker Kid's Clothes,Mojo Sweatshirt,US,3Top Sports
44930,13899,silver,2021-09-12,2021-09-18,1,99.5,62.15,Sports,Assorted Sports Articles,Skates,Pro-roll Sq7 76mm/78a Roller Skates,PT,Magnifico Sports
45130,58374,silver,2021-09-12,2021-09-26,1,41.6,19.75,Sports,Running - Jogging,Running Clothes,Tri-Sprinter,BE,Force Sports
47945,70171,gold,2021-09-12,2021-09-16,2,12.4,2.85,Outdoors,Outdoors,Outdoor Gear,Pocket Light with Crypton Bulb,GB,Prime Sports Ltd
53312,88714,gold,2021-09-12,2021-09-13,1,47.2,21.55,Clothes & Shoes,Clothes,Tracker Clothes,Casual Sport Sweatpant,US,3Top Sports
