,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
179,51773,gold,2021-06-06,2021-06-11,3,192.0,37.85,Clothes & Shoes,Shoes,Shoes,Pro Fit  Gel Ds Trainer Iv Men's Running Shoe,US,Pro Sportswear Inc
748,16482,silver,2021-06-06,2021-06-12,3,351.6,58.55,Sports,Assorted Sports Articles,Skates,Relation 76 millimetre/78a Roller Skates,PT,Magnifico Sports
2510,48823,gold,2021-06-06,2021-06-09,1,71.7,28.65,Clothes & Shoes,Clothes,Green Tomato,Green Lime Board Pants Ii,US,Green Lime Sports Inc
9174,34652,gold,2021-06-06,2021-06-07,2,72.2,18.2,Sports,Assorted Sports Articles,Petanque - Boule,Boule Set 6-pack Lux,GB,Royal Darts Ltd
9727,3636,silver,2021-06-06,2021-06-08,2,656.6,165.95,Sports,Assorted Sports Articles,Skates,Perfect Fit Men's Stunt Skates,US,Twain Inc
9728,60176,platinum,2021-06-06,2021-06-10,2,656.6,165.95,Sports,Assorted Sports Articles,Skates,Perfect Fit Men's Stunt Skates,US,Twain Inc
10229,78026,gold,2021-06-06,2021-06-11,4,802.8,85.35,Outdoors,Outdoors,Anoraks & Parkas,Down Jacket,ES,Luna sastreria S.A.
11095,65537,silver,2021-06-06,2021-06-09,2,193.4,48.45,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Medium,Right,Forestgreen",DK,Top Sports
11642,72501,gold,2021-06-06,2021-06-10,2,66.6,14.85,Sports,Assorted Sports Articles,Assorted Sports articles,A-team Action-Tech Bra,US,A Team Sports
12378,51764,silver,2021-06-06,2021-06-09,1,187.2,85.15,Sports,Winter Sports,Winter Sports,"C.A.M.,Bone",CA,CrystalClear Optics Inc
14532,54593,silver,2021-06-06,2021-06-07,2,503.6,125.85,Sports,Assorted Sports Articles,Skates,Rollerskate  Roller Skates Ex9 76mm/78a Biofl,PT,Magnifico Sports
15485,25097,silver,2021-06-06,2021-06-07,3,183.0,28.75,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Turbulence Shoes,US,Eclipse Inc
17596,35360,gold,2021-06-06,2021-06-07,2,82.2,20.65,Clothes & Shoes,Clothes,Eclipse Clothing,"Fleece Pants, Open Leg",US,Eclipse Inc
18227,85525,silver,2021-06-06,2021-06-08,1,34.6,14.4,Sports,Assorted Sports Articles,Darts,Bulls Eye Stuart/Tungsten 24 Gram,GB,Royal Darts Ltd
23422,38259,silver,2021-06-06,2021-06-12,2,323.6,81.0,Clothes & Shoes,Clothes,LSF,Big Guy Air Max Deluxe,US,Eclipse Inc
24765,24879,gold,2021-06-06,2021-06-16,2,126.0,28.7,Clothes & Shoes,Clothes,Leisure,Van Damme Women's Polo Pique L,NL,Van Dammeren International
25706,24155,gold,2021-06-06,2021-06-12,2,78.6,16.45,Sports,Assorted Sports Articles,Assorted Sports articles,Jugg's Sailor Bag,ES,Luna sastreria S.A.
25902,56214,silver,2021-06-06,2021-06-07,4,50.4,5.65,Outdoors,Outdoors,Outdoor Gear,Compass Compass,US,KN Outdoor Trading Inc
26132,48783,gold,2021-06-06,2021-06-10,3,103.5,16.2,Children,Children Sports,Tracker Kid's Clothes,Ottis Children's Tennis suit,US,3Top Sports
26994,54698,gold,2021-06-06,2021-06-08,2,76.2,17.0,Children,Children Sports,Tracker Kid's Clothes,Wa.line Children's Sweatshirt,US,3Top Sports
27492,22797,silver,2021-06-06,2021-06-07,2,47.0,9.5,Sports,Team Sports,American Football,Football - Helmet L,US,A Team Sports
