,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
803,91118,silver,2021-04-08,2021-04-11,1,119.8,52.05,Clothes & Shoes,Shoes,Shoes,Twain Women's Exit Low 2000 Street Shoes,US,Twain Inc
2473,41525,silver,2021-04-08,2021-04-10,1,170.5,68.2,Sports,Winter Sports,Winter Sports,"Twain X-Scream 7.9 Ski,Sq 750 Dri",US,Twain Inc
3437,61471,silver,2021-04-08,2021-04-09,1,28.1,13.4,Sports,Winter Sports,Winter Sports,Original Eco Thermo 00 White,US,Twain Inc
8359,37519,gold,2021-04-08,2021-04-09,1,16.0,6.35,Sports,Assorted Sports Articles,Darts,Aim4it 16 Gram Softtip Pil,GB,Royal Darts Ltd
11089,41640,gold,2021-04-08,2021-04-13,1,96.7,48.45,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Medium,Right,Forestgreen",DK,Top Sports
13021,34852,gold,2021-04-08,2021-04-11,4,504.4,58.6,Outdoors,Outdoors,Outdoor Gear,Lucky Tech Intergal Wp/B Rain Pants,US,AllSeasons Outdoor Clothing
14391,77402,silver,2021-04-08,2021-04-11,1,12.7,6.1,Outdoors,Outdoors,Outdoor Gear,Outback Spirits Kitchen,GB,Prime Sports Ltd
16703,64049,gold,2021-04-08,2021-04-12,1,133.3,60.65,Clothes & Shoes,Shoes,Tracker Shoes,Mns.riding Women's Running Shoes,US,3Top Sports
18943,90830,gold,2021-04-08,2021-04-10,2,45.8,9.1,Sports,Assorted Sports Articles,Petanque - Boule,Petanque Balls 3-pack Chromium 72mm,GB,Royal Darts Ltd
21104,55134,gold,2021-04-08,2021-04-11,1,60.5,30.35,Outdoors,Outdoors,Outdoor Gear,Sailing Jacket Dock,US,AllSeasons Outdoor Clothing
21187,61566,gold,2021-04-08,2021-04-17,1,26.9,10.3,Sports,Team Sports,Baseball,Bat - Home Run S,US,Miller Trading Inc
