,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
1218,31372,silver,2021-05-03,2021-05-08,3,106.5,17.25,Outdoors,Outdoors,Outdoor Gear,Rain Jacket,US,AllSeasons Outdoor Clothing
4852,84406,silver,2021-05-03,2021-05-06,1,23.9,11.4,Clothes & Shoes,Clothes,Orion Clothing,Mick's.small Small Logo Tee,CA,Fuller Trading Co.
10183,38529,gold,2021-05-03,2021-05-04,1,282.0,139.45,Sports,Assorted Sports Articles,Skates,Perfect Fit Men's  Roller Skates,US,Twain Inc
13024,7847,gold,2021-05-03,2021-05-06,2,252.2,58.6,Outdoors,Outdoors,Outdoor Gear,Lucky Tech Intergal Wp/B Rain Pants,US,AllSeasons Outdoor Clothing
14159,48031,silver,2021-05-03,2021-05-05,1,21.99,7.25,Sports,Team Sports,Basket Ball,Basket Ball Pro,US,HighPoint Trading
14348,7584,silver,2021-05-03,2021-05-04,1,15.1,6.25,Sports,Assorted Sports Articles,Assorted Sports articles,Precision Arrow 23 Gram,GB,Royal Darts Ltd
15187,52495,gold,2021-05-03,2021-05-07,2,12.4,2.75,Sports,Team Sports,Soccer,Soccer Socks Senior,US,Teamsports Inc
15784,70289,silver,2021-05-03,2021-05-06,1,111.7,55.95,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Air Zoom Vivacity,US,Eclipse Inc
15826,3910,silver,2021-05-03,2021-05-05,2,156.6,31.4,Sports,Racket Sports,Tennis,"Smasher 2-Lags Cotton, Micro Fibre",GB,British Sports Ltd
16555,77532,gold,2021-05-03,2021-05-06,2,291.98,72.6,Sports,Golf,Golf Clothes,Wind Proof Windstopper Merino/Acryl,US,HighPoint Trading
16735,91207,platinum,2021-05-03,2021-05-09,1,630.4,315.15,Sports,Indoor Sports,Fitness,Letour Trimag Bike,NL,TrimSport B.V.
16896,46909,gold,2021-05-03,2021-05-04,2,45.7,9.3,Sports,Team Sports,American Football,Football - Helmet M,US,A Team Sports
17119,39743,gold,2021-05-03,2021-05-09,1,22.4,10.6,Clothes & Shoes,Clothes,Knitwear,Instyle Pullover Lite,US,AllSeasons Outdoor Clothing
19301,63959,silver,2021-05-03,2021-05-05,3,77.7,11.9,Clothes & Shoes,Clothes,Tracker Clothes,Casual. Top Tee with V-Neck,US,3Top Sports
21517,9326,gold,2021-05-03,2021-05-07,1,169.5,67.8,Sports,Winter Sports,Winter Sports,Massif  Bandit L Ski Axial,FR,Massif S.A.
23054,49337,gold,2021-05-03,2021-05-07,3,270.6,38.3,Clothes & Shoes,Clothes,Knitwear,Fleece Jacket Compass,US,AllSeasons Outdoor Clothing
