,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
744,22327,gold,2021-04-04,2021-04-09,1,117.2,58.55,Sports,Assorted Sports Articles,Skates,Relation 76 millimetre/78a Roller Skates,PT,Magnifico Sports
1434,17457,gold,2021-04-04,2021-04-07,3,309.6,50.4,Outdoors,Outdoors,Sleepingbags,Tent Summer 195 Twin Sleeping Bag,GB,Outback Outfitters Ltd
1598,18229,silver,2021-04-04,2021-04-07,1,73.0,30.35,Outdoors,Outdoors,Outdoor Gear,Lucky Tech Classic Rain Pants,US,AllSeasons Outdoor Clothing
4218,80462,gold,2021-04-04,2021-04-06,2,210.4,47.85,Clothes & Shoes,Clothes,Tracker Clothes,N.d.gear Disruptor,GB,Greenline Sports Ltd
6313,57683,gold,2021-04-04,2021-04-07,1,519.3,253.2,Outdoors,Outdoors,Tents,Family Holiday 4,SE,Petterson AB
8358,92426,gold,2021-04-04,2021-04-07,1,16.0,6.35,Sports,Assorted Sports Articles,Darts,Aim4it 16 Gram Softtip Pil,GB,Royal Darts Ltd
14529,7344,silver,2021-04-04,2021-04-14,2,503.6,125.85,Sports,Assorted Sports Articles,Skates,Rollerskate  Roller Skates Ex9 76mm/78a Biofl,PT,Magnifico Sports
18941,86002,gold,2021-04-04,2021-04-07,1,22.9,9.1,Sports,Assorted Sports Articles,Petanque - Boule,Petanque Balls 3-pack Chromium 72mm,GB,Royal Darts Ltd
19282,63303,gold,2021-04-04,2021-04-08,2,838.0,209.45,Sports,Assorted Sports Articles,Skates,Weston F4 Men's Hockey Skates,US,Roll-Over Inc
22618,58190,gold,2021-04-04,2021-04-06,1,181.5,77.85,Sports,Assorted Sports Articles,Assorted Sports articles,Women's Jacket,ES,Luna sastreria S.A.
22830,45342,gold,2021-04-04,2021-04-08,2,24.2,5.1,Sports,Assorted Sports Articles,Assorted Sports articles,Fleece Hat,ES,Luna sastreria S.A.
24921,21017,silver,2021-04-04,2021-04-10,3,234.6,39.2,Outdoors,Outdoors,Sleepingbags,"Expedition Zero,Medium,Left,Charcoal",DK,Top Sports
26040,35166,gold,2021-04-04,2021-04-06,2,142.6,32.35,Sports,Racket Sports,Racket Sports,Bag  Tit.Pro,FR,Le Blanc S.A.
27893,30482,gold,2021-04-04,2021-04-08,1,71.7,35.95,Outdoors,Outdoors,Sleepingbags,"Expedition Zero,Large,Left,Charcoal",DK,Top Sports
30549,55919,silver,2021-04-04,2021-04-10,2,75.8,15.75,Sports,Racket Sports,Tennis,Anthony Men's Tennis Shorts,US,Mayday Inc
30722,5763,gold,2021-04-04,2021-04-09,4,373.2,39.95,Sports,Assorted Sports Articles,Skates,Pro-roll Panga Roller Skates,PT,Magnifico Sports
32233,51922,gold,2021-04-04,2021-04-06,4,346.4,43.4,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Quest Shoes,US,Eclipse Inc
32800,59570,gold,2021-04-04,2021-04-05,1,175.3,74.95,Outdoors,Outdoors,Anoraks & Parkas,Men's Jacket Rem,NO,Scandinavian Clothing A/S
33133,5377,gold,2021-04-04,2021-04-10,1,19.6,10.55,Sports,Team Sports,Baseball,Helmet XL,US,Miller Trading Inc
34041,36409,gold,2021-04-04,2021-04-06,2,72.8,17.7,Children,Children Sports,"Osprey, Kids",Osprey Monroe Polyester Suit,US,Triple Sportswear Inc
37074,60497,silver,2021-04-04,2021-04-10,2,79.6,17.3,Children,Children Sports,"N.D. Gear, Kids",O'my York Children's Tracking Pants,ES,Luna sastreria S.A.
40099,36237,silver,2021-04-04,2021-04-10,2,341.6,128.3,Sports,Assorted Sports Articles,Skates,Pro-roll Iridium Roller Skates,PT,Magnifico Sports
47373,76050,silver,2021-04-04,2021-04-06,1,45.7,21.7,Sports,Assorted Sports Articles,Assorted Sports articles,Pacific Bag,US,Miller Trading Inc
47506,29426,gold,2021-04-04,2021-04-07,2,395.8,84.9,Sports,Assorted Sports Articles,Assorted Sports articles,Ribstop Jacket,ES,Luna sastreria S.A.
47843,17450,silver,2021-04-04,2021-04-05,1,49.5,22.6,Clothes & Shoes,Clothes,Tracker Clothes,Casual Woven Pants,US,3Top Sports
48683,70506,gold,2021-04-04,2021-04-08,1,46.4,23.3,Clothes & Shoes,Clothes,Eclipse Clothing,Woman's Woven Pants,US,Eclipse Inc
49441,43469,gold,2021-04-04,2021-04-07,1,26.7,11.9,Children,Children Sports,Tracker Kid's Clothes,Kaitum Children's Bra Bikini,US,3Top Sports
52645,35417,gold,2021-04-04,2021-04-06,1,25.5,12.85,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Snowboard Hat,US,Eclipse Inc
52833,50435,silver,2021-04-04,2021-04-09,2,72.6,18.25,Clothes & Shoes,Clothes,Eclipse Clothing,Nylon Satchel,US,Eclipse Inc
52865,61414,silver,2021-04-04,2021-04-06,1,170.0,85.1,Clothes & Shoes,Shoes,Eclipse Shoes,Sire Air Max-Running Shoes,US,Eclipse Inc
53193,89689,silver,2021-04-04,2021-04-09,1,41.1,18.75,Children,Children Sports,Tracker Kid's Clothes,Kola Cf Velcro Children's Shoes,US,3Top Sports
53651,77214,silver,2021-04-04,2021-04-07,1,86.8,43.5,Sports,Golf,Golf,"Avalon Golf Trolley, Black",NL,Van Dammeren International
53674,65368,silver,2021-04-04,2021-04-09,1,19.3,8.1,Clothes & Shoes,Clothes,Stockings & Socks,Hawkins Tk3 Women's Trekking Socks,US,Sockeye Sportswear Inc
