,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
5783,65478,gold,2021-05-05,2021-05-10,1,31.4,13.9,Sports,Assorted Sports Articles,Assorted Sports articles,A-team Smoothsport Bra,US,A Team Sports
11093,54926,silver,2021-05-05,2021-05-08,5,483.5,48.45,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Medium,Right,Forestgreen",DK,Top Sports
17757,2107,gold,2021-05-05,2021-05-06,3,611.7,95.1,Sports,Assorted Sports Articles,Assorted Sports articles,Extra Turbo 33 Classic Side-By-Side,US,Roll-Over Inc
18732,20689,silver,2021-05-05,2021-05-11,3,75.0,12.2,Outdoors,Outdoors,Outdoor Gear,Jl Rainlight Essential Pants,US,AllSeasons Outdoor Clothing
19230,92278,gold,2021-05-05,2021-05-09,1,187.3,93.75,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Mickey Shoes,US,Eclipse Inc
24101,84559,silver,2021-05-05,2021-05-11,1,40.4,18.25,Children,Children Sports,"Osprey, Kids",Osprey Seperates Hood Sweat,US,Triple Sportswear Inc
37510,89037,gold,2021-05-05,2021-05-09,1,7.2,3.25,Clothes & Shoes,Shoes,Tracker Shoes,Sole Double Active Insole,US,3Top Sports
37849,89448,silver,2021-05-05,2021-05-07,1,36.7,14.65,Clothes & Shoes,Clothes,Street Wear,Anthony Bork Nils Pique T-Shirt,US,Mayday Inc
49710,14413,silver,2021-05-05,2021-05-08,3,340.5,54.55,Clothes & Shoes,Clothes,Osprey,Osprey King Top Gc Football Boots,US,Triple Sportswear Inc
50116,86489,platinum,2021-05-05,2021-05-23,3,110.1,16.75,Children,Children Sports,Tracker Kid's Clothes,Kola Children's Shoes,US,3Top Sports
53749,37270,silver,2021-05-05,2021-05-10,1,19.0,9.6,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Embroided Tee,US,Eclipse Inc
