,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
1902,8112,silver,2021-07-31,2021-08-03,2,90.0,19.2,Sports,Assorted Sports Articles,Petanque - Boule,Petanque Balls Chromium 6-pack,GB,Royal Darts Ltd
2079,70021,silver,2021-07-31,2021-08-02,2,245.2,61.4,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Air Masai,US,Eclipse Inc
2338,19637,silver,2021-07-31,2021-08-02,2,720.0,199.0,Outdoors,Outdoors,Tents,Expedition Dome 3,GB,Outback Outfitters Ltd
4440,36810,gold,2021-07-31,2021-08-05,1,33.6,14.65,Sports,Team Sports,Soccer,Stephens Shirt,US,Teamsports Inc
6332,14442,gold,2021-07-31,2021-08-01,2,1038.6,253.2,Outdoors,Outdoors,Tents,Family Holiday 4,SE,Petterson AB
6640,41617,silver,2021-07-31,2021-08-03,3,96.3,16.15,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Fleece Hood,US,Eclipse Inc
13332,39272,gold,2021-07-31,2021-08-01,2,303.4,74.35,Outdoors,Outdoors,Sleepingbags,Compact Summer 195 Cm Blue Sleeping Bag,GB,Outback Outfitters Ltd
14466,46245,gold,2021-07-31,2021-08-01,2,51.0,10.75,Outdoors,Outdoors,Outdoor Gear,Knife w. Lock,US,KN Outdoor Trading Inc
15828,65414,gold,2021-07-31,2021-08-04,2,156.6,31.4,Sports,Racket Sports,Tennis,"Smasher 2-Lags Cotton, Micro Fibre",GB,British Sports Ltd
16287,43212,gold,2021-07-31,2021-08-01,3,102.6,13.75,Sports,Racket Sports,Tennis,"Smasher Polo-Shirt, Short Sleeved",GB,British Sports Ltd
17686,85082,silver,2021-07-31,2021-08-04,2,224.0,56.1,Clothes & Shoes,Clothes,Eclipse Clothing,Woman's Shorter Length Down Jacket,US,Eclipse Inc
17815,9325,silver,2021-07-31,2021-08-03,1,101.875,40.75,Sports,Winter Sports,Winter Sports,Massif Cut X Super 9.9 Ski Parcel,FR,Massif S.A.
19511,85702,silver,2021-07-31,2021-08-03,1,93.4,38.95,Sports,Racket Sports,Racket Sports,Aftm 95 Vf Long Bg-65 White,GB,British Sports Ltd
20533,84363,silver,2021-07-31,2021-08-02,3,170.1,25.8,Children,Children Sports,Tracker Kid's Clothes,Children's Shoes Pleva,US,3Top Sports
21132,4371,silver,2021-07-31,2021-08-04,1,195.9,55.55,Sports,Racket Sports,Racket Sports,Titanium Twister,FR,Le Blanc S.A.
21880,28267,gold,2021-07-31,2021-08-03,2,440.0,135.0,Outdoors,Outdoors,Tents,Comfort Shelter,GB,Outback Outfitters Ltd
26405,51844,silver,2021-07-31,2021-08-03,2,33.8,5.7,Clothes & Shoes,Clothes,Tracker Clothes,Comp. Women's Sleeveless Polo,US,3Top Sports
26526,94004,silver,2021-07-31,2021-08-01,2,131.6,30.0,Clothes & Shoes,Clothes,Leisure,"Van Damme Polo Pique,100% Cotton",NL,Van Dammeren International
