,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
959,11407,silver,2021-04-16,2021-04-18,1,24.5,11.75,Sports,Winter Sports,Winter Sports,Original Eco Thermo 01 Yellow,US,Twain Inc
5662,10981,gold,2021-04-16,2021-04-20,1,129.8,63.2,Outdoors,Outdoors,Sleepingbags,"Basic 10, Left , Yellow/Black",DK,Top Sports
6040,91663,silver,2021-04-16,2021-04-22,3,220.2,36.8,Outdoors,Outdoors,Sleepingbags,"Expedition 10,Small,Left,Blue Ribbon",DK,Top Sports
7009,54739,gold,2021-04-16,2021-04-18,1,22.8,11.5,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Ringer 'T',US,Eclipse Inc
8095,52382,silver,2021-04-16,2021-04-21,3,252.3,42.15,Outdoors,Outdoors,Sleepingbags,"Expedition10,Medium,Right,Blue Ribbon",DK,Top Sports
8781,43346,gold,2021-04-16,2021-04-17,1,86.3,41.4,Outdoors,Outdoors,Sleepingbags,"Outback Sleeping Bag, Large,Left,Blue/Black",DK,Top Sports
9766,46747,gold,2021-04-16,2021-04-21,1,32.8,14.9,Clothes & Shoes,Clothes,Tracker Clothes,Sports Bra,US,3Top Sports
10035,31869,silver,2021-04-16,2021-04-20,3,24.0,3.5,Outdoors,Outdoors,Outdoor Gear,Knife,US,KN Outdoor Trading Inc
11639,89972,silver,2021-04-16,2021-04-20,1,33.3,14.85,Sports,Assorted Sports Articles,Assorted Sports articles,A-team Action-Tech Bra,US,A Team Sports
14198,72733,silver,2021-04-16,2021-04-19,1,59.7,27.2,Sports,Assorted Sports Articles,Assorted Sports articles,Fit4you Padded 2 Pair Red,US,Twain Inc
14392,87869,gold,2021-04-16,2021-04-18,1,12.7,6.1,Outdoors,Outdoors,Outdoor Gear,Outback Spirits Kitchen,GB,Prime Sports Ltd
16441,39390,platinum,2021-04-16,2021-04-19,2,81.4,18.9,Children,Children Sports,"N.D. Gear, Kids",Kid Tracking Pants w/pocket,GB,Greenline Sports Ltd
16804,44902,gold,2021-04-16,2021-04-20,1,3.2,1.35,Outdoors,Outdoors,Outdoor Gear,"Backpack Flag, 6,5x9 Cm.",GB,Prime Sports Ltd
19161,236,silver,2021-04-16,2021-04-19,1,38.0,16.8,Outdoors,Outdoors,Outdoor Gear,Dome Tent Monodome Alu,GB,Prime Sports Ltd
24242,36504,silver,2021-04-16,2021-04-19,2,245.2,52.8,Outdoors,Outdoors,Anoraks & Parkas,Lh Brand Anorak treated with Teflon,US,AllSeasons Outdoor Clothing
