,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
1294,21147,silver,2021-05-22,2021-05-28,1,60.2,27.4,Clothes & Shoes,Shoes,Shoes,Soft Astro Men's Running Shoes,US,Pro Sportswear Inc
4526,16670,gold,2021-05-22,2021-05-27,1,34.5,15.4,Sports,Running - Jogging,Jogging,Sweatshirt Women's Sweatshirt with O-Neck,US,A Team Sports
4629,77539,gold,2021-05-22,2021-05-26,1,114.0,54.8,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Panga 72mm/78a,PT,Magnifico Sports
10466,11989,gold,2021-05-22,2021-05-26,3,945.3,150.0,Clothes & Shoes,Clothes,Massif,Massif Men's Race 3 Ski Bottle,FR,Massif S.A.
11335,30877,silver,2021-05-22,2021-05-23,3,80.97,10.23,Sports,Team Sports,American Football,Football - Helmet Pro XL,US,A Team Sports
11365,80507,silver,2021-05-22,2021-05-27,3,194.7,32.55,Clothes & Shoes,Shoes,Eclipse Shoes,4men Men's Air Golden Shoes,US,Eclipse Inc
12806,14742,silver,2021-05-22,2021-05-28,2,45.4,9.7,Sports,Swim Sports,Bathing Suits,Mary Bikini Pants L,ES,Luna sastreria S.A.
15391,58261,silver,2021-05-22,2021-05-25,3,100.2,16.8,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Gts Canvas Plus Shoes,US,Eclipse Inc
15729,5516,gold,2021-05-22,2021-05-31,2,1136.2,289.95,Outdoors,Outdoors,Tents,Family Holiday 6,SE,Petterson AB
16808,57339,gold,2021-05-22,2021-05-26,2,6.4,1.35,Outdoors,Outdoors,Outdoor Gear,"Backpack Flag, 6,5x9 Cm.",GB,Prime Sports Ltd
17007,10735,silver,2021-05-22,2021-05-24,3,66.0,9.1,Sports,Swim Sports,Bathing Suits,Sunfit Bombay Swimming Trunks,US,Nautlius SportsWear Inc
19162,55068,silver,2021-05-22,2021-05-26,2,76.0,16.8,Outdoors,Outdoors,Outdoor Gear,Dome Tent Monodome Alu,GB,Prime Sports Ltd
19231,91587,silver,2021-05-22,2021-05-24,1,187.3,93.75,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Mickey Shoes,US,Eclipse Inc
20125,7793,gold,2021-05-22,2021-05-29,1,99.8,48.7,Sports,Assorted Sports Articles,Skates,Rollerskate Children's Roller Skates Xpander,PT,Magnifico Sports
