,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
677,14311,silver,2021-05-04,2021-05-08,1,15.4,6.1,Sports,Assorted Sports Articles,Darts,Aim4it 18 Gram Softtip Pil,GB,Royal Darts Ltd
4219,44886,gold,2021-05-04,2021-05-05,1,105.2,47.85,Clothes & Shoes,Clothes,Tracker Clothes,N.d.gear Disruptor,GB,Greenline Sports Ltd
7117,87056,silver,2021-05-04,2021-05-09,1,24.0,11.95,Children,Children Sports,"Lucky Guy, Kids","Rain Suit, Plain w/backpack Jacket",US,AllSeasons Outdoor Clothing
7339,7140,gold,2021-05-04,2021-05-05,2,346.0,72.75,Outdoors,Outdoors,Outdoor Gear,Jl Legacy Curig I.A.Jacket,US,AllSeasons Outdoor Clothing
8946,26866,gold,2021-05-04,2021-05-07,1,55.4,29.35,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air One Eighty  Shoes,US,Eclipse Inc
9885,8720,gold,2021-05-04,2021-05-05,3,201.9,29.75,Sports,Running - Jogging,Jogging,Sweatshirt Sweatshirt w/O-Neck,US,A Team Sports
11092,59927,silver,2021-05-04,2021-05-06,3,290.1,48.45,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Medium,Right,Forestgreen",DK,Top Sports
13434,78077,silver,2021-05-04,2021-05-08,1,10.1,3.6,Children,Children Sports,"Olssons, Kids",Slomo Balance Children's Shoes,ES,Sportico
13979,39099,silver,2021-05-04,2021-05-13,2,110.8,22.8,Sports,Assorted Sports Articles,Darts,Pacific 95% 23 Gram,GB,Royal Darts Ltd
15389,93180,silver,2021-05-04,2021-05-10,1,33.4,16.8,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Gts Canvas Plus Shoes,US,Eclipse Inc
15509,87626,silver,2021-05-04,2021-05-07,1,41.8,21.0,Children,Children Sports,"Eclipse, Kid's Shoes",Deschutes Boys Outdoors Training Shoes,US,Eclipse Inc
16964,35710,gold,2021-05-04,2021-05-08,1,175.9,127.95,Sports,Assorted Sports Articles,Skates,Pro-roll Sabotage-Rp  Roller Skates,PT,Magnifico Sports
