,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
450,62459,gold,2021-04-17,2021-04-20,3,292.5,40.55,Outdoors,Outdoors,Outdoor Gear,Mayday Qd Zip Pants,US,Mayday Inc
2007,75366,gold,2021-04-17,2021-04-20,3,259.8,34.1,Outdoors,Outdoors,Outdoor Gear,"Men's Pants, Basic",US,Mayday Inc
3071,30112,gold,2021-04-17,2021-04-18,2,183.2,45.75,Sports,Assorted Sports Articles,Skates,Bladeline S-Fitness In-Line Skates,US,Roll-Over Inc
4017,40841,gold,2021-04-17,2021-04-23,3,79.8,13.75,Sports,Team Sports,American Football,Armour XL,US,A Team Sports
4057,32601,silver,2021-04-17,2021-04-22,1,119.4,49.75,Sports,Running - Jogging,Running Clothes,Polar Jacket,BE,Force Sports
6041,22101,silver,2021-04-17,2021-04-21,1,73.4,36.8,Outdoors,Outdoors,Sleepingbags,"Expedition 10,Small,Left,Blue Ribbon",DK,Top Sports
7169,76082,silver,2021-04-17,2021-04-19,1,80.0,39.45,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's International Triax Shoes,US,Eclipse Inc
7420,73301,gold,2021-04-17,2021-04-21,1,226.8,105.55,Outdoors,Outdoors,Backpacks,Victor Grey/Red Men's Backpack,DK,Top Sports
9096,93703,gold,2021-04-17,2021-04-20,1,13.0,5.75,Children,Children Sports,"A-Team, Kids",A-team Children's T-Shirt,US,A Team Sports
11090,40186,gold,2021-04-17,2021-04-23,1,96.7,48.45,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Medium,Right,Forestgreen",DK,Top Sports
12033,91565,silver,2021-04-17,2021-04-20,1,124.7,59.65,Outdoors,Outdoors,Sleepingbags,Tipee Twin Blue/Orange,GB,Outback Outfitters Ltd
13489,37098,silver,2021-04-17,2021-04-21,4,160.0,20.1,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Gts Lite Canvas,US,Eclipse Inc
13832,4884,silver,2021-04-17,2021-04-20,2,39.2,8.7,Sports,Team Sports,Soccer,Big-Jim 22 Goalkeeper Gloves,US,Teamsports Inc
14578,28693,silver,2021-04-17,2021-04-21,1,41.9,18.2,Sports,Assorted Sports Articles,Assorted Sports articles,Ultra York Shorts,ES,Luna sastreria S.A.
15624,92907,silver,2021-04-17,2021-04-27,1,41.7,18.9,Clothes & Shoes,Clothes,Tracker Clothes,Casual.Pants Open Tracking Pants,US,3Top Sports
17854,23941,gold,2021-04-17,2021-04-21,2,34.0,7.8,Sports,Team Sports,Soccer,Fga Black/White/Black,US,Teamsports Inc
