,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
804,77948,platinum,2021-04-09,2021-04-14,1,119.8,52.05,Clothes & Shoes,Shoes,Shoes,Twain Women's Exit Low 2000 Street Shoes,US,Twain Inc
920,73561,gold,2021-04-09,2021-04-12,1,57.3,33.9,Clothes & Shoes,Shoes,Shoes,Pro Fit Gel Ds Trainer Women's Running Shoes,US,Pro Sportswear Inc
3104,85026,silver,2021-04-09,2021-04-12,1,11.2,5.7,Clothes & Shoes,Clothes,Eclipse Clothing,Toto Tube Socks,US,Eclipse Inc
3262,21626,silver,2021-04-09,2021-04-15,1,125.8,63.0,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Mickey Willy Shoes,US,Eclipse Inc
5357,38014,gold,2021-04-09,2021-04-14,1,94.7,42.15,Clothes & Shoes,Shoes,Tracker Shoes,Women's Crosstraining Shoes,US,3Top Sports
7332,8816,gold,2021-04-09,2021-04-10,1,173.0,72.75,Outdoors,Outdoors,Outdoor Gear,Jl Legacy Curig I.A.Jacket,US,AllSeasons Outdoor Clothing
10743,23898,gold,2021-04-09,2021-04-12,1,247.5,109.55,Outdoors,Outdoors,Outdoor Gear,Trekking Tent,GB,Prime Sports Ltd
11177,35001,gold,2021-04-09,2021-04-11,3,177.0,26.85,Clothes & Shoes,Shoes,Shoes,Cruise 1984 Men's Street Shoes,SE,Petterson AB
11355,10197,gold,2021-04-09,2021-04-10,1,12.0,6.05,Sports,Racket Sports,Racket Sports,Hot X Tennis Balls,US,Triple Sportswear Inc
11491,70771,gold,2021-04-09,2021-04-15,1,179.6,93.4,Sports,Golf,Golf,Expert Men's Nubbins Putter,US,Twain Inc
12096,48400,gold,2021-04-09,2021-04-13,2,71.4,14.35,Sports,Racket Sports,Tennis,Smasher Polo-Shirt w/V-Neck,GB,British Sports Ltd
