,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
453,52139,gold,2021-05-10,2021-05-14,2,195.0,40.55,Outdoors,Outdoors,Outdoor Gear,Mayday Qd Zip Pants,US,Mayday Inc
4115,75801,silver,2021-05-10,2021-05-11,3,213.0,32.3,Clothes & Shoes,Shoes,Tracker Shoes,Indoor Handbold Special Shoes,US,3Top Sports
4902,32544,gold,2021-05-10,2021-05-12,1,238.4,116.35,Sports,Assorted Sports Articles,Skates,Rollerskate Roller Skates Proto Sv,PT,Magnifico Sports
5667,28637,gold,2021-05-10,2021-05-11,2,259.6,63.2,Outdoors,Outdoors,Sleepingbags,"Basic 10, Left , Yellow/Black",DK,Top Sports
6946,52398,silver,2021-05-10,2021-05-14,2,577.8,119.15,Outdoors,Outdoors,Tents,Hurricane 4,SE,Petterson AB
7171,84112,silver,2021-05-10,2021-05-13,1,80.0,39.45,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's International Triax Shoes,US,Eclipse Inc
7533,60983,gold,2021-05-10,2021-05-12,4,111.2,11.65,Sports,Running - Jogging,Running Clothes,Alfredo Coolmax Women's Top,BE,Force Sports
8197,21702,gold,2021-05-10,2021-05-11,1,11.2,5.35,Sports,Running - Jogging,Running Clothes,Maxrun Running Stockings,BE,Force Sports
8525,13459,gold,2021-05-10,2021-05-14,1,134.4,57.05,Outdoors,Outdoors,Anoraks & Parkas,Tieman Down Jacket,US,AllSeasons Outdoor Clothing
8700,4231,gold,2021-05-10,2021-05-12,1,92.5,40.25,Clothes & Shoes,Shoes,Shoes,Twain Inco Women's Street Shoes,US,Twain Inc
8783,38989,gold,2021-05-10,2021-05-16,2,172.6,41.4,Outdoors,Outdoors,Sleepingbags,"Outback Sleeping Bag, Large,Left,Blue/Black",DK,Top Sports
