,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
218,48483,gold,2021-09-28,2021-09-29,1,330.0,136.15,Sports,Winter Sports,Ski Dress,Mayday Soul Pullover Ski Anorak,US,Mayday Inc
1747,19737,gold,2021-09-28,2021-10-01,1,22.6,9.65,Clothes & Shoes,Shoes,Tracker Shoes,Multicolour Bathing Sandal,ES,Luna sastreria S.A.
2480,48440,gold,2021-09-28,2021-10-14,1,170.5,68.2,Sports,Winter Sports,Winter Sports,"Twain X-Scream 7.9 Ski,Sq 750 Dri",US,Twain Inc
2881,14237,gold,2021-09-28,2021-10-11,1,23.5,9.2,Children,Children Sports,"Olssons, Kids",Strap Pants BBO,ES,Sportico
3205,46048,silver,2021-09-28,2021-09-30,1,9.1,4.2,Sports,Assorted Sports Articles,Assorted Sports articles,Hiclass Mundo 78a 36x72mm Xray,US,Roll-Over Inc
9182,21150,silver,2021-09-28,2021-10-02,1,36.1,18.2,Sports,Assorted Sports Articles,Petanque - Boule,Boule Set 6-pack Lux,GB,Royal Darts Ltd
13188,5820,gold,2021-09-28,2021-10-05,2,289.4,72.3,Sports,Assorted Sports Articles,Assorted Sports articles,Skateboard Firecracker Torch,PT,Magnifico Sports
16146,15069,gold,2021-09-28,2021-10-10,1,34.1,15.55,Children,Children Sports,Tracker Kid's Clothes,Aac Shorts,US,3Top Sports
19107,5318,gold,2021-09-28,2021-10-04,1,216.2,98.2,Clothes & Shoes,Shoes,Shoes,Mountain Adventura 7 Women's Hiking Boots,US,Twain Inc
21521,2123,gold,2021-09-28,2021-09-29,1,169.5,67.8,Sports,Winter Sports,Winter Sports,Massif  Bandit L Ski Axial,FR,Massif S.A.
22411,56816,silver,2021-09-28,2021-10-01,1,92.9,44.7,Clothes & Shoes,Clothes,LSF,Ultra W803 At Women's Street Shoes,US,Ultra Sporting Goods Inc
23282,10354,silver,2021-09-28,2021-10-04,1,36.8,18.5,Children,Children Sports,"Eclipse, Kid's Clothes",Tony's Fleece Crew,US,Eclipse Inc
23322,76341,gold,2021-09-28,2021-10-03,1,11.6,5.85,Clothes & Shoes,Clothes,Eclipse Clothing,Original Socks,US,Eclipse Inc
23631,61368,silver,2021-09-28,2021-10-01,1,18.3,8.05,Outdoors,Outdoors,Outdoor Gear,Navy Knife,US,KN Outdoor Trading Inc
25642,46843,gold,2021-09-28,2021-10-01,1,171.1,73.15,Clothes & Shoes,Clothes,Street Wear,Tyfoon Floyd Ski Jacket,AU,Typhoon Clothing
26911,36515,silver,2021-09-28,2021-10-03,1,84.2,38.35,Clothes & Shoes,Shoes,Tracker Shoes,Men's Running Shoes Ozweego,US,3Top Sports
26912,82602,gold,2021-09-28,2021-09-30,1,84.2,38.35,Clothes & Shoes,Shoes,Tracker Shoes,Men's Running Shoes Ozweego,US,3Top Sports
27045,88880,silver,2021-09-28,2021-10-01,2,82.2,18.7,Children,Children Sports,Tracker Kid's Clothes,Trainer Children's Shoes,US,3Top Sports
29360,72309,gold,2021-09-28,2021-09-29,2,150.4,37.7,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Air Terra Sebec,US,Eclipse Inc
30101,18981,silver,2021-09-28,2021-10-02,2,49.0,11.75,Sports,Running - Jogging,Running Clothes,Breath-brief Long Underpants XXL,BE,Force Sports
31892,86851,gold,2021-09-28,2021-10-01,2,229.4,57.45,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Sway,US,Eclipse Inc
32305,70433,gold,2021-09-28,2021-10-01,1,15.1,6.45,Sports,Golf,Golf,Grandslam Grip Sg Men's Golf Gloves,GB,GrandSlam Sporting Goods Ltd
36081,37443,gold,2021-09-28,2021-10-01,1,39.7,16.3,Sports,Swim Sports,Bathing Suits,Tough-guy Swimming Trunks,ES,Luna sastreria S.A.
38699,8035,silver,2021-09-28,2021-10-05,1,121.0,48.3,Sports,Assorted Sports Articles,Assorted Sports articles,"Lifter 01,Metallic Black",CA,CrystalClear Optics Inc
40719,73174,gold,2021-09-28,2021-09-29,1,58.6,26.65,Sports,Indoor Sports,Gymnastic Clothing,Cougar Capri Gym Pants,US,SD Sporting Goods Inc
42012,61300,gold,2021-09-28,2021-09-30,2,476.6,116.2,Sports,Assorted Sports Articles,Skates,Pro-roll Mirage Roller Skates,PT,Magnifico Sports
48803,86696,gold,2021-09-28,2021-10-01,2,90.6,21.6,Clothes & Shoes,Clothes,Orion Clothing,Zx Core Twill Bermuda,CA,Fuller Trading Co.
52548,11037,silver,2021-09-28,2021-09-29,2,18.8,3.3,Clothes & Shoes,Clothes,Tracker Clothes,Fashion T-Socks,US,3Top Sports
