,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
679,27761,silver,2021-05-09,2021-05-14,1,15.4,6.1,Sports,Assorted Sports Articles,Darts,Aim4it 18 Gram Softtip Pil,GB,Royal Darts Ltd
1032,88113,gold,2021-05-09,2021-05-13,1,34.9,17.55,Clothes & Shoes,Shoes,Eclipse Shoes,Eclipse Mens Off Court Tennis Shoes,US,Eclipse Inc
2326,6879,silver,2021-05-09,2021-05-12,3,1080.0,199.0,Outdoors,Outdoors,Tents,Expedition Dome 3,GB,Outback Outfitters Ltd
2474,30491,gold,2021-05-09,2021-05-11,1,170.5,68.2,Sports,Winter Sports,Winter Sports,"Twain X-Scream 7.9 Ski,Sq 750 Dri",US,Twain Inc
5209,76825,gold,2021-05-09,2021-05-14,1,120.7,66.5,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Tuned Max Shoes,US,Eclipse Inc
5872,81266,silver,2021-05-09,2021-05-12,3,339.6,54.0,Sports,Assorted Sports Articles,Skates,Pro-roll Lazer Roller Skates,PT,Magnifico Sports
6320,598,silver,2021-05-09,2021-05-11,3,1557.9,253.2,Outdoors,Outdoors,Tents,Family Holiday 4,SE,Petterson AB
7170,79310,gold,2021-05-09,2021-05-12,1,80.0,39.45,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's International Triax Shoes,US,Eclipse Inc
11875,52076,gold,2021-05-09,2021-05-11,1,29.1,12.3,Sports,Assorted Sports Articles,Darts,Aim4it 80% Tungsten 24 Gram,GB,Royal Darts Ltd
12099,21690,gold,2021-05-09,2021-05-12,2,71.4,14.35,Sports,Racket Sports,Tennis,Smasher Polo-Shirt w/V-Neck,GB,British Sports Ltd
13980,31776,silver,2021-05-09,2021-05-11,3,166.2,22.8,Sports,Assorted Sports Articles,Darts,Pacific 95% 23 Gram,GB,Royal Darts Ltd
14652,41056,silver,2021-05-09,2021-05-10,1,46.1,21.05,Sports,Running - Jogging,Jogging,Pants Palazzo,US,3Top Sports
16442,86715,silver,2021-05-09,2021-05-13,3,122.1,18.9,Children,Children Sports,"N.D. Gear, Kids",Kid Tracking Pants w/pocket,GB,Greenline Sports Ltd
17121,81968,platinum,2021-05-09,2021-05-12,1,22.4,10.6,Clothes & Shoes,Clothes,Knitwear,Instyle Pullover Lite,US,AllSeasons Outdoor Clothing
17758,14880,silver,2021-05-09,2021-05-14,1,203.9,95.1,Sports,Assorted Sports Articles,Assorted Sports articles,Extra Turbo 33 Classic Side-By-Side,US,Roll-Over Inc
18666,38247,gold,2021-05-09,2021-05-20,1,9.5,4.55,Sports,Running - Jogging,Running Clothes,Running Gloves,BE,Force Sports
19715,88804,gold,2021-05-09,2021-05-15,1,138.4,62.85,Sports,Assorted Sports Articles,Assorted Sports articles,M.Heart Trainer Software,AU,Health-Sports
