,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
332,10157,gold,2021-07-11,2021-07-15,3,127.8,18.5,Clothes & Shoes,Shoes,Shoes,Dundas Rubber Boot,ES,Luna sastreria S.A.
1607,32791,gold,2021-07-11,2021-07-13,2,146.0,30.35,Outdoors,Outdoors,Outdoor Gear,Lucky Tech Classic Rain Pants,US,AllSeasons Outdoor Clothing
2097,84387,silver,2021-07-11,2021-07-13,2,115.6,29.0,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Polo-Shirt,US,Eclipse Inc
3076,43027,gold,2021-07-11,2021-07-12,4,366.4,45.75,Sports,Assorted Sports Articles,Skates,Bladeline S-Fitness In-Line Skates,US,Roll-Over Inc
3106,1610,silver,2021-07-11,2021-07-18,2,22.4,5.7,Clothes & Shoes,Clothes,Eclipse Clothing,Toto Tube Socks,US,Eclipse Inc
4438,34447,gold,2021-07-11,2021-07-14,1,33.6,14.65,Sports,Team Sports,Soccer,Stephens Shirt,US,Teamsports Inc
4960,58190,gold,2021-07-11,2021-07-13,2,27.0,5.6,Sports,Assorted Sports Articles,Assorted Sports articles,Clearview Glass Green,CA,CrystalClear Optics Inc
6957,36208,silver,2021-07-11,2021-07-13,2,577.8,119.15,Outdoors,Outdoors,Tents,Hurricane 4,SE,Petterson AB
7788,82926,gold,2021-07-11,2021-07-12,1,184.9,78.15,Outdoors,Outdoors,Anoraks & Parkas,Lucky Voss Jacket,US,AllSeasons Outdoor Clothing
7853,60910,silver,2021-07-11,2021-07-18,2,33.6,7.7,Sports,Golf,Golf,"Fishing Rod, 9 Feet JRH",NL,Van Dammeren International
8851,43088,silver,2021-07-11,2021-07-13,1,96.1,45.9,Sports,Racket Sports,Racket Sports,Grandslam Graphite Pro Ti 95 Tennis Racket,GB,GrandSlam Sporting Goods Ltd
9176,77399,gold,2021-07-11,2021-07-12,2,72.2,18.2,Sports,Assorted Sports Articles,Petanque - Boule,Boule Set 6-pack Lux,GB,Royal Darts Ltd
9398,980,gold,2021-07-11,2021-07-14,2,87.6,17.55,Sports,Running - Jogging,Jogging,Triffy Striped T-Shirt with V-Neck,NL,Triffy B.V.
9417,25852,silver,2021-07-11,2021-07-12,3,320.4,42.8,Clothes & Shoes,Clothes,Street Wear,Anthony Bork Norbert Nylon Jacket,US,Mayday Inc
15195,91023,silver,2021-07-11,2021-07-19,1,6.2,2.75,Sports,Team Sports,Soccer,Soccer Socks Senior,US,Teamsports Inc
16216,33253,silver,2021-07-11,2021-07-13,2,116.4,24.2,Sports,Running - Jogging,Running Clothes,Force Men's Running Vest,BE,Force Sports
22319,31326,gold,2021-07-11,2021-07-13,1,118.6,59.4,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Large,Right,Forestgreen",DK,Top Sports
24928,85421,silver,2021-07-11,2021-07-14,2,156.4,39.2,Outdoors,Outdoors,Sleepingbags,"Expedition Zero,Medium,Left,Charcoal",DK,Top Sports
25368,73632,gold,2021-07-11,2021-07-16,2,45.8,10.35,Clothes & Shoes,Clothes,Stockings & Socks,Men's Trekking Socks High,US,Twain Inc
28813,17738,silver,2021-07-11,2021-07-12,2,58.2,13.95,Sports,Running - Jogging,Running Clothes,Maxrun Short Running Tights,BE,Force Sports
28890,14146,silver,2021-07-11,2021-07-13,3,103.5,14.4,Sports,Running - Jogging,Running Clothes,"Brafit Classic Pants, Running",BE,Force Sports
29993,34975,platinum,2021-07-11,2021-07-18,3,387.3,51.7,Sports,Running - Jogging,Jogging,Triffy Jacket,NL,Triffy B.V.
32136,43546,gold,2021-07-11,2021-07-17,1,27.9,12.1,Sports,Team Sports,Soccer,Bruce Lance,US,Teamsports Inc
32190,3435,silver,2021-07-11,2021-07-17,2,250.8,12.5,Sports,Golf,Golf Clothes,Bogie Golf Fleece with small Zipper,US,Mike Schaeffer Inc
34722,71440,silver,2021-07-11,2021-07-14,2,70.0,17.6,Clothes & Shoes,Clothes,Eclipse Clothing,Woman's Dry Fit T-Shirt w/Short sleeves,US,Eclipse Inc
38609,82539,gold,2021-07-11,2021-07-15,4,561.2,72.0,Sports,Golf,Golf,Bretagne Stabilites 2000 Goretex Shoes,NL,Van Dammeren International
39264,81702,silver,2021-07-11,2021-07-17,2,181.2,45.4,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Pole Poplin Warm Up,US,Eclipse Inc
