,customer_id,customer_status,order_date,delivery_date,quantity_ordered,total_retail_price,cost_price_per_unit,product_line,product_category,product_group,product_name,supplier_country,supplier_name
459,11935,silver,2021-08-15,2021-08-20,2,195.0,40.55,Outdoors,Outdoors,Outdoor Gear,Mayday Qd Zip Pants,US,Mayday Inc
921,11357,gold,2021-08-15,2021-08-17,2,114.6,33.9,Clothes & Shoes,Shoes,Shoes,Pro Fit Gel Ds Trainer Women's Running Shoes,US,Pro Sportswear Inc
1936,94188,gold,2021-08-15,2021-08-19,3,60.0,9.15,Children,Children Sports,Tracker Kid's Clothes,Nwt Tricia 5 Children's Shorts,US,3Top Sports
2538,46018,silver,2021-08-15,2021-08-20,2,228.4,57.2,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's Clima Fit Ultra Lite Jacket,US,Eclipse Inc
4231,49895,gold,2021-08-15,2021-08-17,2,47.98,13.0,Children,Children Sports,"Osprey, Kids",Kid Catalyst Sweat w/Round Neck,US,Triple Sportswear Inc
5881,21790,silver,2021-08-15,2021-08-19,5,566.0,54.0,Sports,Assorted Sports Articles,Skates,Pro-roll Lazer Roller Skates,PT,Magnifico Sports
8118,82884,gold,2021-08-15,2021-08-16,2,168.2,42.15,Outdoors,Outdoors,Sleepingbags,"Expedition10,Medium,Right,Blue Ribbon",DK,Top Sports
8373,41597,gold,2021-08-15,2021-08-20,1,16.0,6.35,Sports,Assorted Sports Articles,Darts,Aim4it 16 Gram Softtip Pil,GB,Royal Darts Ltd
9557,88033,gold,2021-08-15,2021-08-16,2,113.0,28.35,Clothes & Shoes,Clothes,Eclipse Clothing,Woman's New Work-Out Pants,US,Eclipse Inc
11103,40403,gold,2021-08-15,2021-08-16,2,193.4,48.45,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Medium,Right,Forestgreen",DK,Top Sports
13495,60712,gold,2021-08-15,2021-08-21,2,80.0,20.1,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Gts Lite Canvas,US,Eclipse Inc
13992,48783,silver,2021-08-15,2021-08-19,1,55.4,22.8,Sports,Assorted Sports Articles,Darts,Pacific 95% 23 Gram,GB,Royal Darts Ltd
14167,37086,gold,2021-08-15,2021-08-21,2,43.98,7.25,Sports,Team Sports,Basket Ball,Basket Ball Pro,US,HighPoint Trading
15432,21156,gold,2021-08-15,2021-08-20,2,180.0,40.9,Clothes & Shoes,Shoes,Shoes,Dubby Low Men's Street Shoes,SE,Petterson AB
19058,21315,gold,2021-08-15,2021-08-19,2,170.0,42.6,Clothes & Shoes,Clothes,Eclipse Clothing,Big Guy Men's New Micro Fibre Jacket,US,Eclipse Inc
19370,40477,silver,2021-08-15,2021-08-20,1,127.3,63.6,Sports,Winter Sports,Winter Sports,Typhoon Black,US,Eclipse Inc
22327,19526,silver,2021-08-15,2021-08-18,2,237.2,59.4,Outdoors,Outdoors,Sleepingbags,"Expedition 20,Large,Right,Forestgreen",DK,Top Sports
24267,34657,silver,2021-08-15,2021-08-20,2,649.6,158.05,Sports,Golf,Golf,Crew Fs Titanium Mw  Driver 10.5g,GB,GrandSlam Sporting Goods Ltd
24820,92159,silver,2021-08-15,2021-08-20,2,153.4,38.45,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Reckoning Ii Shoes,US,Eclipse Inc
25990,47829,platinum,2021-08-15,2021-08-17,2,128.2,30.2,Clothes & Shoes,Shoes,Eclipse Shoes,Woman's Air Turbulence,US,Eclipse Inc
28222,56235,silver,2021-08-15,2021-08-18,3,303.0,46.05,Clothes & Shoes,Shoes,Tracker Shoes,Men's Running Shoes Supernova,US,3Top Sports
31891,70808,gold,2021-08-15,2021-08-19,2,229.4,57.45,Clothes & Shoes,Shoes,Eclipse Shoes,Big Guy Men's Air Sway,US,Eclipse Inc
33767,62377,gold,2021-08-15,2021-08-20,2,52.2,11.9,Outdoors,Outdoors,Outdoor Gear,Single Full Box Madras honeycomb-weave,GB,Prime Sports Ltd
34297,29342,gold,2021-08-15,2021-08-18,2,70.4,15.55,Sports,Team Sports,Soccer,Oneshot 10,US,Teamsports Inc
